Muchiile din care este alcatuit arborele minim de acoperire sunt:
1.muchia ( 65 , 1 ) = 4
81.muchia ( 282 , 81 ) = 43
82.muchia ( 217 , 82 ) = 27
83.muchia ( 441 , 83 ) = 73
84.muchia ( 66 , 84 ) = 2
85.muchia ( 302 , 85 ) = 37
86.muchia ( 49 , 86 ) = 3
87.muchia ( 7 , 87 ) = 30
88.muchia ( 434 , 88 ) = 42
89.muchia ( 179 , 89 ) = 14
90.muchia ( 452 , 90 ) = 11
91.muchia ( 96 , 91 ) = 17
92.muchia ( 221 , 92 ) = 31
93.muchia ( 451 , 93 ) = 5
94.muchia ( 306 , 94 ) = 17
95.muchia ( 152 , 95 ) = 22
96.muchia ( 302 , 96 ) = 18
97.muchia ( 408 , 97 ) = 20
98.muchia ( 223 , 98 ) = 15
99.muchia ( 63 , 99 ) = 16
100.muchia ( 226 , 100 ) = 110
101.muchia ( 311 , 101 ) = 7
102.muchia ( 338 , 102 ) = 4
103.muchia ( 399 , 103 ) = 5
104.muchia ( 159 , 104 ) = 68
105.muchia ( 46 , 105 ) = 9
106.muchia ( 88 , 106 ) = 1
107.muchia ( 315 , 107 ) = 29
108.muchia ( 73 , 108 ) = 12
109.muchia ( 369 , 109 ) = 22
110.muchia ( 235 , 110 ) = 9
111.muchia ( 266 , 111 ) = 14
112.muchia ( 295 , 112 ) = 24
113.muchia ( 436 , 113 ) = 2
114.muchia ( 494 , 114 ) = 8
115.muchia ( 268 , 115 ) = 35
116.muchia ( 436 , 116 ) = 59
117.muchia ( 327 , 117 ) = 28
118.muchia ( 86 , 118 ) = 5
119.muchia ( 21 , 119 ) = 32
120.muchia ( 424 , 120 ) = 19
121.muchia ( 149 , 121 ) = 12
122.muchia ( 417 , 122 ) = 31
123.muchia ( 368 , 123 ) = 35
124.muchia ( 433 , 124 ) = 15
125.muchia ( 299 , 125 ) = 22
126.muchia ( 63 , 126 ) = 26
127.muchia ( 150 , 127 ) = 7
128.muchia ( 405 , 128 ) = 10
129.muchia ( 247 , 129 ) = 22
130.muchia ( 17 , 130 ) = 3
131.muchia ( 416 , 131 ) = 20
132.muchia ( 130 , 132 ) = 15
133.muchia ( 239 , 133 ) = 20
134.muchia ( 339 , 134 ) = 85
135.muchia ( 181 , 135 ) = 16
136.muchia ( 215 , 136 ) = 30
137.muchia ( 232 , 137 ) = 40
138.muchia ( 213 , 138 ) = 29
139.muchia ( 339 , 139 ) = 39
140.muchia ( 430 , 140 ) = 27
141.muchia ( 187 , 141 ) = 28
142.muchia ( 416 , 142 ) = 2
143.muchia ( 320 , 143 ) = 26
144.muchia ( 357 , 144 ) = 41
145.muchia ( 347 , 145 ) = 8
146.muchia ( 426 , 146 ) = 66
147.muchia ( 360 , 147 ) = 23
148.muchia ( 49 , 148 ) = 18
149.muchia ( 459 , 149 ) = 30
150.muchia ( 213 , 150 ) = 6
151.muchia ( 123 , 151 ) = 36
152.muchia ( 366 , 152 ) = 27
153.muchia ( 45 , 153 ) = 45
154.muchia ( 36 , 154 ) = 12
155.muchia ( 256 , 155 ) = 34
156.muchia ( 136 , 156 ) = 52
157.muchia ( 427 , 157 ) = 9
158.muchia ( 133 , 158 ) = 23
159.muchia ( 370 , 159 ) = 2
160.muchia ( 26 , 160 ) = 60
161.muchia ( 395 , 161 ) = 30
162.muchia ( 354 , 162 ) = 8
163.muchia ( 258 , 163 ) = 23
164.muchia ( 283 , 164 ) = 11
165.muchia ( 347 , 165 ) = 52
166.muchia ( 58 , 166 ) = 39
167.muchia ( 390 , 167 ) = 14
168.muchia ( 439 , 168 ) = 51
169.muchia ( 338 , 169 ) = 17
170.muchia ( 136 , 170 ) = 64
171.muchia ( 29 , 171 ) = 44
172.muchia ( 442 , 172 ) = 3
173.muchia ( 307 , 173 ) = 93
174.muchia ( 266 , 174 ) = 23
175.muchia ( 443 , 175 ) = 29
176.muchia ( 363 , 176 ) = 16
177.muchia ( 427 , 177 ) = 36
178.muchia ( 359 , 178 ) = 11
179.muchia ( 476 , 179 ) = 21
180.muchia ( 119 , 180 ) = 31
181.muchia ( 494 , 181 ) = 21
182.muchia ( 114 , 182 ) = 14
183.muchia ( 82 , 183 ) = 20
184.muchia ( 267 , 184 ) = 11
185.muchia ( 372 , 185 ) = 34
186.muchia ( 132 , 186 ) = 45
187.muchia ( 218 , 187 ) = 11
188.muchia ( 223 , 188 ) = 7
189.muchia ( 302 , 189 ) = 6
190.muchia ( 444 , 190 ) = 34
191.muchia ( 189 , 191 ) = 22
192.muchia ( 363 , 192 ) = 10
193.muchia ( 114 , 193 ) = 37
194.muchia ( 0 , 194 ) = 1
195.muchia ( 478 , 195 ) = 49
196.muchia ( 395 , 196 ) = 31
197.muchia ( 200 , 197 ) = 24
198.muchia ( 62 , 198 ) = 22
199.muchia ( 35 , 199 ) = 144
200.muchia ( 3 , 200 ) = 12
201.muchia ( 383 , 201 ) = 9
202.muchia ( 93 , 202 ) = 28
203.muchia ( 148 , 203 ) = 19
204.muchia ( 176 , 204 ) = 30
205.muchia ( 461 , 205 ) = 25
206.muchia ( 468 , 206 ) = 9
207.muchia ( 269 , 207 ) = 18
208.muchia ( 103 , 208 ) = 27
209.muchia ( 41 , 209 ) = 7
210.muchia ( 125 , 210 ) = 16
211.muchia ( 207 , 211 ) = 17
212.muchia ( 224 , 212 ) = 10
213.muchia ( 453 , 213 ) = 9
214.muchia ( 362 , 214 ) = 53
215.muchia ( 59 , 215 ) = 37
216.muchia ( 335 , 216 ) = 31
217.muchia ( 19 , 217 ) = 14
218.muchia ( 434 , 218 ) = 35
219.muchia ( 382 , 219 ) = 3
220.muchia ( 347 , 220 ) = 45
221.muchia ( 316 , 221 ) = 7
222.muchia ( 213 , 222 ) = 18
223.muchia ( 329 , 223 ) = 10
224.muchia ( 343 , 224 ) = 13
225.muchia ( 167 , 225 ) = 5
226.muchia ( 468 , 226 ) = 24
227.muchia ( 306 , 227 ) = 19
228.muchia ( 243 , 228 ) = 8
229.muchia ( 51 , 229 ) = 50
230.muchia ( 241 , 230 ) = 9
231.muchia ( 296 , 231 ) = 9
232.muchia ( 417 , 232 ) = 19
233.muchia ( 305 , 233 ) = 21
234.muchia ( 433 , 234 ) = 23
235.muchia ( 351 , 235 ) = 19
236.muchia ( 196 , 236 ) = 135
237.muchia ( 194 , 237 ) = 13
238.muchia ( 192 , 238 ) = 5
239.muchia ( 499 , 239 ) = 22
240.muchia ( 298 , 240 ) = 26
241.muchia ( 399 , 241 ) = 26
242.muchia ( 499 , 242 ) = 12
243.muchia ( 452 , 243 ) = 27
244.muchia ( 260 , 244 ) = 17
245.muchia ( 203 , 245 ) = 3
246.muchia ( 434 , 246 ) = 41
247.muchia ( 191 , 247 ) = 22
248.muchia ( 140 , 248 ) = 11
249.muchia ( 207 , 249 ) = 14
250.muchia ( 206 , 250 ) = 24
251.muchia ( 13 , 251 ) = 41
252.muchia ( 215 , 252 ) = 26
253.muchia ( 128 , 253 ) = 7
254.muchia ( 169 , 254 ) = 26
255.muchia ( 473 , 255 ) = 7
256.muchia ( 359 , 256 ) = 13
257.muchia ( 488 , 257 ) = 20
258.muchia ( 55 , 258 ) = 38
259.muchia ( 369 , 259 ) = 30
260.muchia ( 214 , 260 ) = 57
261.muchia ( 283 , 261 ) = 32
262.muchia ( 245 , 262 ) = 39
263.muchia ( 98 , 263 ) = 19
264.muchia ( 77 , 264 ) = 14
265.muchia ( 433 , 265 ) = 24
266.muchia ( 238 , 266 ) = 25
267.muchia ( 247 , 267 ) = 16
268.muchia ( 490 , 268 ) = 46
269.muchia ( 63 , 269 ) = 9
270.muchia ( 437 , 270 ) = 12
271.muchia ( 255 , 271 ) = 25
272.muchia ( 157 , 272 ) = 85
273.muchia ( 206 , 273 ) = 1
274.muchia ( 44 , 274 ) = 29
275.muchia ( 69 , 275 ) = 13
276.muchia ( 466 , 276 ) = 40
277.muchia ( 95 , 277 ) = 23
278.muchia ( 233 , 278 ) = 18
279.muchia ( 192 , 279 ) = 13
280.muchia ( 370 , 280 ) = 32
281.muchia ( 425 , 281 ) = 103
282.muchia ( 117 , 282 ) = 8
283.muchia ( 400 , 283 ) = 18
284.muchia ( 439 , 284 ) = 15
285.muchia ( 463 , 285 ) = 38
286.muchia ( 210 , 286 ) = 48
287.muchia ( 30 , 287 ) = 2
288.muchia ( 347 , 288 ) = 38
289.muchia ( 55 , 289 ) = 17
290.muchia ( 221 , 290 ) = 18
291.muchia ( 63 , 291 ) = 20
292.muchia ( 133 , 292 ) = 53
293.muchia ( 87 , 293 ) = 31
294.muchia ( 119 , 294 ) = 93
295.muchia ( 44 , 295 ) = 12
296.muchia ( 7 , 296 ) = 25
297.muchia ( 149 , 297 ) = 61
298.muchia ( 469 , 298 ) = 5
299.muchia ( 189 , 299 ) = 6
300.muchia ( 113 , 300 ) = 20
301.muchia ( 84 , 301 ) = 31
302.muchia ( 470 , 302 ) = 12
303.muchia ( 402 , 303 ) = 13
304.muchia ( 47 , 304 ) = 16
305.muchia ( 270 , 305 ) = 37
306.muchia ( 442 , 306 ) = 46
307.muchia ( 256 , 307 ) = 17
308.muchia ( 65 , 308 ) = 21
309.muchia ( 424 , 309 ) = 20
310.muchia ( 214 , 310 ) = 53
311.muchia ( 95 , 311 ) = 6
312.muchia ( 372 , 312 ) = 21
313.muchia ( 414 , 313 ) = 11
314.muchia ( 163 , 314 ) = 37
315.muchia ( 90 , 315 ) = 13
316.muchia ( 427 , 316 ) = 4
317.muchia ( 411 , 317 ) = 7
318.muchia ( 427 , 318 ) = 20
319.muchia ( 329 , 319 ) = 46
320.muchia ( 99 , 320 ) = 22
321.muchia ( 120 , 321 ) = 48
322.muchia ( 390 , 322 ) = 14
323.muchia ( 355 , 323 ) = 65
324.muchia ( 230 , 324 ) = 36
325.muchia ( 210 , 325 ) = 41
326.muchia ( 239 , 326 ) = 28
327.muchia ( 414 , 327 ) = 32
328.muchia ( 94 , 328 ) = 39
329.muchia ( 65 , 329 ) = 16
330.muchia ( 46 , 330 ) = 11
331.muchia ( 44 , 331 ) = 21
332.muchia ( 51 , 332 ) = 52
333.muchia ( 1 , 333 ) = 41
334.muchia ( 30 , 334 ) = 27
335.muchia ( 231 , 335 ) = 24
336.muchia ( 494 , 336 ) = 57
337.muchia ( 108 , 337 ) = 9
338.muchia ( 109 , 338 ) = 24
339.muchia ( 273 , 339 ) = 9
340.muchia ( 238 , 340 ) = 10
341.muchia ( 58 , 341 ) = 21
342.muchia ( 360 , 342 ) = 3
343.muchia ( 34 , 343 ) = 15
344.muchia ( 52 , 344 ) = 7
345.muchia ( 446 , 345 ) = 23
346.muchia ( 261 , 346 ) = 62
347.muchia ( 58 , 347 ) = 29
348.muchia ( 192 , 348 ) = 37
349.muchia ( 108 , 349 ) = 52
350.muchia ( 205 , 350 ) = 29
351.muchia ( 221 , 351 ) = 12
352.muchia ( 4 , 352 ) = 4
353.muchia ( 459 , 353 ) = 45
354.muchia ( 419 , 354 ) = 39
355.muchia ( 66 , 355 ) = 42
356.muchia ( 471 , 356 ) = 77
357.muchia ( 142 , 357 ) = 33
358.muchia ( 79 , 358 ) = 38
359.muchia ( 176 , 359 ) = 3
360.muchia ( 426 , 360 ) = 56
361.muchia ( 182 , 361 ) = 38
362.muchia ( 324 , 362 ) = 34
363.muchia ( 22 , 363 ) = 19
364.muchia ( 384 , 364 ) = 7
365.muchia ( 78 , 365 ) = 11
366.muchia ( 253 , 366 ) = 26
367.muchia ( 385 , 367 ) = 15
368.muchia ( 130 , 368 ) = 21
369.muchia ( 0 , 369 ) = 6
370.muchia ( 459 , 370 ) = 33
371.muchia ( 290 , 371 ) = 53
372.muchia ( 378 , 372 ) = 50
373.muchia ( 405 , 373 ) = 4
374.muchia ( 127 , 374 ) = 35
375.muchia ( 194 , 375 ) = 2
376.muchia ( 470 , 376 ) = 2
377.muchia ( 452 , 377 ) = 125
378.muchia ( 1 , 378 ) = 30
379.muchia ( 270 , 379 ) = 6
380.muchia ( 287 , 380 ) = 12
381.muchia ( 35 , 381 ) = 31
382.muchia ( 47 , 382 ) = 24
383.muchia ( 399 , 383 ) = 3
384.muchia ( 299 , 384 ) = 15
385.muchia ( 111 , 385 ) = 18
386.muchia ( 78 , 386 ) = 10
387.muchia ( 78 , 387 ) = 17
388.muchia ( 129 , 388 ) = 26
389.muchia ( 454 , 389 ) = 45
390.muchia ( 178 , 390 ) = 23
391.muchia ( 394 , 391 ) = 14
392.muchia ( 375 , 392 ) = 50
393.muchia ( 20 , 393 ) = 90
394.muchia ( 388 , 394 ) = 10
395.muchia ( 131 , 395 ) = 12
396.muchia ( 97 , 396 ) = 10
397.muchia ( 181 , 397 ) = 18
398.muchia ( 374 , 398 ) = 3
399.muchia ( 287 , 399 ) = 5
400.muchia ( 430 , 400 ) = 6
401.muchia ( 77 , 401 ) = 16
402.muchia ( 248 , 402 ) = 12
403.muchia ( 311 , 403 ) = 17
404.muchia ( 58 , 404 ) = 19
405.muchia ( 131 , 405 ) = 2
406.muchia ( 3 , 406 ) = 30
407.muchia ( 210 , 407 ) = 16
408.muchia ( 318 , 408 ) = 15
409.muchia ( 78 , 409 ) = 66
410.muchia ( 282 , 410 ) = 10
411.muchia ( 311 , 411 ) = 4
412.muchia ( 77 , 412 ) = 10
413.muchia ( 30 , 413 ) = 8
414.muchia ( 148 , 414 ) = 25
415.muchia ( 454 , 415 ) = 9
416.muchia ( 50 , 416 ) = 11
417.muchia ( 330 , 417 ) = 10
418.muchia ( 39 , 418 ) = 69
419.muchia ( 150 , 419 ) = 14
420.muchia ( 113 , 420 ) = 62
421.muchia ( 14 , 421 ) = 36
422.muchia ( 366 , 422 ) = 25
423.muchia ( 315 , 423 ) = 15
424.muchia ( 156 , 424 ) = 51
425.muchia ( 180 , 425 ) = 47
426.muchia ( 467 , 426 ) = 23
427.muchia ( 52 , 427 ) = 19
428.muchia ( 295 , 428 ) = 53
429.muchia ( 317 , 429 ) = 48
430.muchia ( 131 , 430 ) = 3
431.muchia ( 421 , 431 ) = 35
432.muchia ( 129 , 432 ) = 12
433.muchia ( 72 , 433 ) = 37
434.muchia ( 368 , 434 ) = 2
435.muchia ( 302 , 435 ) = 27
436.muchia ( 8 , 436 ) = 9
437.muchia ( 284 , 437 ) = 23
438.muchia ( 453 , 438 ) = 58
439.muchia ( 330 , 439 ) = 18
440.muchia ( 468 , 440 ) = 22
441.muchia ( 459 , 441 ) = 8
442.muchia ( 144 , 442 ) = 18
443.muchia ( 476 , 443 ) = 15
444.muchia ( 289 , 444 ) = 9
445.muchia ( 78 , 445 ) = 20
446.muchia ( 493 , 446 ) = 17
447.muchia ( 454 , 447 ) = 7
448.muchia ( 258 , 448 ) = 48
449.muchia ( 23 , 449 ) = 22
450.muchia ( 169 , 450 ) = 57
451.muchia ( 429 , 451 ) = 20
452.muchia ( 232 , 452 ) = 4
453.muchia ( 307 , 453 ) = 4
454.muchia ( 108 , 454 ) = 34
455.muchia ( 3 , 455 ) = 10
456.muchia ( 468 , 456 ) = 21
457.muchia ( 128 , 457 ) = 6
458.muchia ( 481 , 458 ) = 9
459.muchia ( 157 , 459 ) = 13
460.muchia ( 69 , 460 ) = 57
461.muchia ( 308 , 461 ) = 11
462.muchia ( 113 , 462 ) = 7
463.muchia ( 286 , 463 ) = 7
464.muchia ( 144 , 464 ) = 22
465.muchia ( 210 , 465 ) = 4
466.muchia ( 137 , 466 ) = 6
467.muchia ( 258 , 467 ) = 14
468.muchia ( 118 , 468 ) = 31
469.muchia ( 224 , 469 ) = 31
470.muchia ( 386 , 470 ) = 25
471.muchia ( 259 , 471 ) = 10
472.muchia ( 498 , 472 ) = 55
473.muchia ( 282 , 473 ) = 48
474.muchia ( 332 , 474 ) = 36
475.muchia ( 151 , 475 ) = 49
476.muchia ( 359 , 476 ) = 1
477.muchia ( 384 , 477 ) = 30
478.muchia ( 380 , 478 ) = 15
479.muchia ( 286 , 479 ) = 80
480.muchia ( 254 , 480 ) = 28
481.muchia ( 497 , 481 ) = 44
482.muchia ( 317 , 482 ) = 13
483.muchia ( 112 , 483 ) = 8
484.muchia ( 6 , 484 ) = 20
485.muchia ( 90 , 485 ) = 25
486.muchia ( 303 , 486 ) = 49
487.muchia ( 316 , 487 ) = 10
488.muchia ( 127 , 488 ) = 29
489.muchia ( 214 , 489 ) = 44
490.muchia ( 6 , 490 ) = 4
491.muchia ( 252 , 491 ) = 13
492.muchia ( 151 , 492 ) = 28
493.muchia ( 145 , 493 ) = 22
494.muchia ( 257 , 494 ) = 3
495.muchia ( 181 , 495 ) = 45
496.muchia ( 380 , 496 ) = 96
497.muchia ( 300 , 497 ) = 28
498.muchia ( 214 , 498 ) = 28
499.muchia ( 283 , 499 ) = 13
Prin urmare costul arborelui minim de acoperire gasit este: 12822
Timpul de executie: 0.23101329803466797
